timestamp, remote_beacon_id, position_flt_error, yaw, pitch, roll, local_depth, VOS, RSSI, usbl_rssi[0], usbl_rssi[1], usbl_rssi[2], usbl_rssi[3], range_time, range_dist, azimuth, elevation, fit_error, easting, northing, remote_depth
1731181616201992176, 5, 0, 520, 5, 1796, 1, 14287, 1185, 1285, 1333, 0, 0, 1292499, 923, 2232, 19, 37, -140, -912, 0
1731181619100986309, 2, 1, 559, 4, 1794, 1, 14286, 1260, 1419, 1399, 0, 0, 1237499, 883, 3562, -2, 43, 763, 446, 10
1731181621950874949, 3, 0, 658, 3, 1790, 1, 14286, 1298, 1416, 1466, 0, 0, 660624, 471, 1289, 41, 39, -421, 212, 0
1731181624893233185, 4, 0, 794, 2, 1791, 1, 14286, 1165, 1310, 1321, 0, 0, 1613124, 1152, 2559, 13, 47, -68, -1150, 10
1731181627817192174, 5, 1, 917, 3, 1791, 1, 14286, 1150, 1262, 1283, 0, 0, 1432500, 1023, 2420, 25, 44, -506, -889, 0
1731181633626338136, 3, 0, 1024, 0, 1798, 1, 14288, 1195, 1259, 1339, 0, 0, 849374, 606, 1489, 24, 60, -440, 417, 0
1731181636573827428, 4, 0, 1018, 1, 1798, 1, 14288, 1160, 1307, 1317, 0, 0, 1629999, 1164, 2630, 7, 79, -374, -1102, 10
1731181639505117659, 5, 0, 981, 3, 1798, 1, 14287, 1166, 1269, 1298, 0, 0, 1524375, 1088, 2385, 8, 29, -693, -840, 0
1731181648344156457, 4, 0, 852, 3, 1798, 1, 14286, 1175, 1291, 1301, 0, 0, 1678124, 1198, 2436, -24, 14, -439, -1115, 10
1731181651288699502, 5, 0, 825, 2, 1799, 1, 14287, 1162, 1310, 1345, 0, 0, 1664374, 1188, 2267, 2, 28, -694, -965, 0
1731181668911001999, 3, 0, 2388, 2, 1787, 1, 14286, 1265, 1400, 1376, 0, 0, 1290624, 921, 3392, 27, 32, -906, -166, 0
1731181671842633825, 4, 0, 2553, 3, 1791, 1, 14286, 1174, 1250, 1301, 0, 0, 1579999, 1128, 770, 26, 81, 31, -1128, 10
1731181674774153364, 5, 0, 2646, 4, 1792, 1, 14286, 1184, 1206, 1229, 0, 0, 1571874, 1122, 537, -6, 77, -577, -963, 0
1731181680609528228, 3, 0, 2592, 2, -1797, 1, 14284, 1306, 1442, 1415, 0, 0, 1103125, 787, 3504, 19, 18, -787, -17, 0
1731181683540076224, 4, 0, 2501, 2, -1794, 1, 14283, 1199, 1225, 1274, 0, 0, 1554375, 1110, 801, 30, 50, 191, -1093, 10
1731181686455857288, 5, 0, 2417, 2, -1796, 1, 14285, 1186, 1287, 1297, 0, 0, 1455624, 1039, 318, 48, 53, -519, -900, 0
1731181692272792785, 3, 0, 2354, 3, 1799, 1, 14286, 1261, 1391, 1371, 0, 0, 924999, 660, 3263, 38, 54, -660, -11, 0
1731181695192836039, 4, 0, 2348, 2, 1796, 1, 14287, 1201, 1275, 1313, 0, 0, 1467500, 1048, 673, 7, 81, 225, -1023, 10
1731181698101164606, 5, 0, 2373, 2, 1794, 1, 14289, 1193, 1285, 1281, 0, 0, 1295624, 925, 325, 21, 42, -389, -839, 0
1731181704625655398, 3, 0, 2448, 3, 1796, 1, 14289, 1307, 1443, 1424, 0, 0, 767500, 548, 3306, 67, 88, -546, 39, 0
1731181707547196160, 4, 0, 2477, 3, 1797, 1, 14289, 1189, 1282, 1343, 0, 0, 1421874, 1015, 940, 45, 49, 448, -911, 10
1731181710430974864, 5, 0, 2477, 2, -1799, 1, 14289, 1230, 1284, 1322, 0, 0, 1167499, 834, 632, -1, 89, -65, -831, 0
1731181716223425814, 3, 0, 2432, 0, -1769, 1, 14287, 1325, 1465, 1446, 0, 0, 621250, 443, 3015, -24, 114, -377, 232, 0
1731181719137809323, 4, 0, 1952, -10, -1753, 1, 14287, 1199, 1277, 1298, 0, 0, 1406250, 1004, 309, 40, 44, 274, -966, 10
1731181722026142767, 5, 0, 1747, 0, -1785, 1, 14286, 1308, 1439, 1418, 0, 0, 1028750, 734, 3494, 15, 19, -66, -731, 0
1731181724957876356, 2, 0, 1585, 2, -1784, 1, 14285, 1209, 1299, 1333, 0, 0, 1554375, 1110, 1034, 35, 42, 909, 636, 10
1731181730810418664, 4, 1, 915, 4, -1786, 1, 14284, 1187, 1322, 1326, 0, 0, 1253125, 895, 2657, 23, 56, -88, -890, 10
1731181733694328650, 5, 0, 719, 2, -1793, 1, 14284, 1230, 1357, 1396, 0, 0, 999375, 713, 2291, 12, 37, -276, -658, 0
1731181736615582989, 2, 0, 596, 5, -1795, 1, 14285, 1245, 1366, 1361, 0, 0, 1418125, 1012, 47, 31, 30, 828, 582, 10
1731181739476891977, 3, 0, 589, 2, 1795, 1, 14285, 1259, 1352, 1407, 0, 0, 812500, 580, 1095, 29, 33, -448, 368, 0
1731181742383442503, 4, 0, 682, 0, 1794, 1, 14286, 1192, 1301, 1313, 0, 0, 1313749, 938, 2507, 0, 35, 42, -937, 10
1731181745280322741, 5, 0, 797, 0, 1796, 1, 14287, 1224, 1349, 1378, 0, 0, 1155624, 825, 2312, 7, 29, -393, -725, 0
1731181751096542751, 3, 0, 971, 2, 1795, 1, 14289, 1277, 1365, 1440, 0, 0, 937499, 669, 1397, 44, 42, -454, 492, 0
1731181754010311728, 4, 1, 1006, 0, 1799, 1, 14289, 1192, 1331, 1334, 0, 0, 1345000, 960, 2617, 18, 52, -310, -909, 10
1731181756919847097, 5, 0, 995, 2, -1799, 1, 14290, 1206, 1367, 1394, 0, 0, 1274374, 910, 2369, 4, 17, -615, -670, 0
1731181759807993776, 2, 0, 980, 0, -1799, 1, 14290, 1260, 1300, 1316, 0, 0, 1076249, 768, 306, 26, 44, 710, 294, 10
1731181762699513564, 3, 0, 930, 4, -1798, 1, 14290, 1227, 1305, 1387, 0, 0, 1116875, 798, 1387, 43, 41, -571, 557, 0
1731181765619954036, 4, 0, 889, 1, -1798, 1, 14290, 1180, 1317, 1332, 0, 0, 1386250, 990, 2476, 4, 43, -358, -923, 10
1731181768544296537, 5, 0, 851, 1, -1799, 1, 14290, 1172, 1317, 1365, 0, 0, 1421250, 1015, 2204, 0, 39, -714, -722, 0
1731181786194947129, 3, 0, 2002, 17, 1755, 1, 14286, 1212, 1331, 1340, 0, 0, 1464375, 1046, 2685, 67, 54, -972, 384, 0
1731181792052761384, 5, 0, 2484, 6, 1789, 1, 14285, 1140, 1263, 1265, 0, 0, 1457500, 1041, 270, 10, 43, -689, -779, 0
1731181797910810635, 3, 0, 2614, 2, 1797, 1, 14285, 1182, 1322, 1294, 0, 0, 1322499, 944, 3452, 25, 26, -939, 101, 0
1731181800816734973, 4, 0, 2582, 4, -1796, 1, 14284, 1196, 1260, 1315, 0, 0, 1310000, 935, 806, 42, 60, 38, -934, 10
1731181803725466835, 5, 0, 2515, 5, -1796, 1, 14284, 1161, 1257, 1274, 0, 0, 1323749, 945, 302, 30, 46, -625, -709, 0
1731181809567133713, 3, 0, 2391, 4, -1799, 1, 14284, 1236, 1362, 1340, 0, 0, 1150624, 821, 3180, 36, 78, -806, 157, 0
1731181812462448599, 4, 0, 2357, 4, -1797, 1, 14284, 1256, 1304, 1343, 0, 0, 1231875, 879, 564, -7, 91, 10, -879, 10
1731181815361721788, 5, 0, 2360, 4, 1798, 1, 14284, 1248, 1365, 1359, 0, 0, 1151250, 822, 234, 49, 61, -444, -691, 0
1731181821184797694, 3, 0, 2391, 3, 1796, 1, 14285, 1266, 1381, 1364, 0, 0, 1030625, 736, 3056, 3, 105, -675, 293, 0
1731181824078626538, 4, 0, 2430, 3, 1797, 1, 14284, 1216, 1288, 1340, 0, 0, 1153125, 823, 858, 54, 55, 317, -759, 10
1731181826956059721, 5, 0, 2457, 3, 1795, 1, 14284, 1253, 1347, 1369, 0, 0, 989999, 707, 388, 43, 52, -321, -629, 0
1731181832776361823, 3, 0, 2482, 0, 1798, 1, 14282, 1307, 1441, 1424, 0, 0, 913125, 652, 3023, 3, 109, -528, 381, 0
1731181835667280629, 4, 0, 2478, 2, 1798, 1, 14282, 1221, 1291, 1362, 0, 0, 1141875, 815, 973, 42, 53, 401, -709, 10
1731181838534244772, 5, 0, 2332, 18, -1762, 1, 14282, 1240, 1324, 1339, 0, 0, 871249, 622, 285, 68, 51, -258, -566, 0
1731181844350212840, 3, 0, 1709, 5, -1784, 1, 14282, 1163, 1297, 1337, 0, 0, 924999, 660, 2095, 47, 49, -411, 516, 0
1731181847234009635, 4, 0, 1497, 3, -1756, 1, 14282, 1266, 1391, 1371, 0, 0, 1013750, 723, 3465, 20, 33, 211, -692, 10
1731181850091418686, 5, 0, 1124, -8, -1780, 1, 14283, 1251, 1399, 1414, 0, 0, 718124, 512, 2494, 5, 30, -349, -375, 0
1731181853038396350, 2, 0, 880, 0, -1788, 1, 14284, 1198, 1308, 1299, 0, 0, 1648124, 1177, 261, 48, 51, 1038, 555, 10
1731181855922334862, 3, 0, 668, 0, -1792, 1, 14284, 1269, 1343, 1412, 0, 0, 1050625, 750, 978, 48, 49, -385, 643, 0
1731181858805443671, 4, 0, 557, 3, 1799, 1, 14284, 1241, 1338, 1359, 0, 0, 988750, 706, 2430, 4, 21, 90, -700, 10
1731181861679952328, 5, 0, 553, 1, 1793, 1, 14284, 1185, 1249, 1285, 0, 0, 871249, 622, 2129, 47, 84, -235, -575, 0
1731181864603301220, 2, 0, 638, 0, 1791, 1, 14285, 1242, 1366, 1368, 0, 0, 1465624, 1046, 180, 45, 41, 752, 728, 10
1731181867494531252, 3, 0, 776, 0, 1792, 1, 14285, 1204, 1322, 1386, 0, 0, 1080000, 771, 1164, 31, 48, -484, 600, 0
1731181870384134577, 4, 0, 887, 0, 1792, 1, 14284, 1224, 1371, 1379, 0, 0, 1070000, 764, 2572, 7, 35, -151, -749, 10
1731181873273938513, 5, 0, 966, 0, 1796, 1, 14284, 1225, 1352, 1384, 0, 0, 1037500, 741, 2302, -11, 27, -536, -511, 0
1731181879120259698, 3, 0, 1020, 3, 1796, 1, 14285, 1170, 1277, 1343, 0, 0, 1225000, 874, 1315, 17, 38, -430, 761, 0
1731181882003820954, 4, 0, 992, 1, 1799, 1, 14284, 1236, 1350, 1363, 0, 0, 1103750, 788, 2517, -6, 39, -363, -699, 10
1731181884903250146, 5, 0, 936, 2, -1798, 1, 14284, 1230, 1344, 1390, 0, 0, 1186875, 847, 2217, 11, 39, -666, -523, 0
1731181890774961504, 3, 0, 855, 5, -1799, 1, 14284, 1199, 1267, 1328, 0, 0, 1386874, 990, 1281, 60, 30, -669, 729, 0
1731181893689913167, 4, 0, 831, 1, 1796, 1, 14284, 1196, 1308, 1336, 0, 0, 1196875, 854, 2333, -9, 23, -424, -741, 10
1731181896613169165, 5, 0, 803, 3, 1796, 1, 14283, 1123, 1246, 1291, 0, 0, 1371874, 979, 2108, 28, 50, -744, -637, 0
1731181905407243753, 4, 0, 1698, -1, 1788, 1, 14284, 1152, 1312, 1279, 0, 0, 1228125, 877, 3268, 74, 71, -344, -806, 10
1731181908338247126, 5, 0, 2081, 38, 1752, 1, 14284, 1187, 1329, 1315, 0, 0, 1423749, 1016, 3420, 53, 31, -735, -702, 0
1731181914228210659, 3, 1, 2517, 4, 1791, 1, 14285, 1207, 1314, 1295, 0, 0, 1586874, 1133, 3347, 71, 42, -1124, 138, 0
1731181917112018558, 4, 0, 2607, 2, 1796, 1, 14285, 1184, 1224, 1259, 0, 0, 1110625, 793, 661, -5, 117, -200, -767, 10
1731181920007313927, 5, 0, 2630, 5, -1799, 1, 14285, 1209, 1305, 1304, 0, 0, 1264374, 903, 290, 48, 49, -731, -530, 0
1731181925876981138, 3, 0, 2519, 5, -1799, 1, 14285, 1216, 1345, 1319, 0, 0, 1415624, 1011, 3303, 60, 67, -990, 202, 0
1731181928758408810, 4, 0, 2451, -9, 1798, 1, 14286, 1270, 1277, 1317, 0, 0, 1030000, 735, 594, -10, 121, -74, -731, 10
1731181931647834897, 5, 0, 2462, -2, 1799, 1, 14285, 1238, 1346, 1353, 0, 0, 1111875, 794, 226, 40, 47, -547, -574, 0
1731181934563194870, 2, 0, 2421, 1, -1797, 1, 14285, 1206, 1346, 1371, 0, 0, 1335624, 954, 2334, 0, 33, 143, 943, 10
1731181937483757958, 3, 0, 2367, -3, 1796, 1, 14285, 1230, 1315, 1299, 0, 0, 1355000, 967, 3005, 0, 114, -869, 425, 0
1731181940362107921, 4, 0, 2270, 8, 1799, 1, 14286, 1237, 1326, 1335, 0, 0, 1003124, 716, 327, 32, 46, -178, -693, 10
1731181943258047352, 5, 0, 2049, 0, -1797, 1, 14286, 1237, 1370, 1347, 0, 0, 1078125, 770, 3441, 31, 30, -502, -583, 0
1731181950019189902, 3, 0, 2080, -20, -1798, 1, 14286, 1229, 1392, 1393, 0, 0, 1361874, 972, 2608, 23, 49, -774, 589, 0
1731181952886861995, 4, 0, 2093, -5, 1798, 1, 14286, 1268, 1372, 1364, 0, 0, 893125, 637, 219, 41, 45, -82, -632, 10
1731181955765381334, 5, 0, 2166, 64, 1775, 1, 14286, 1259, 1377, 1358, 0, 0, 959999, 685, 3533, 32, 19, -470, -498, 0
1731181958694347902, 2, 0, 2525, -1, 1792, 1, 14287, 1244, 1385, 1407, 0, 0, 1506250, 1076, 2434, 0, 26, 168, 1062, 10
1731181961606945643, 3, 0, 2692, 4, 1790, 1, 14287, 1230, 1326, 1306, 0, 0, 1323749, 945, 3362, 45, 40, -870, 369, 0
1731181964469493484, 4, 0, 2835, 6, 1797, 1, 14286, 1268, 1342, 1410, 0, 0, 863125, 616, 1116, 26, 39, 86, -610, 10
1731181967328133592, 5, 0, 2859, 6, -1795, 1, 14285, 1246, 1305, 1352, 0, 0, 863749, 616, 734, 27, 63, -332, -519, 0
1731181970259403435, 2, 0, 2787, 3, -1787, 1, 14286, 1214, 1311, 1330, 0, 0, 1539375, 1099, 2524, 4, 51, 485, 986, 10
1731181973158447527, 3, 0, 2653, 6, -1792, 1, 14285, 1289, 1415, 1393, 0, 0, 1157499, 826, 3229, 32, 84, -698, 442, 0
1731181976025166592, 4, 0, 2502, 3, -1793, 1, 14285, 1240, 1310, 1376, 0, 0, 922499, 658, 925, 47, 50, 249, -609, 10
1731181978876531258, 5, 0, 2385, 0, -1795, 1, 14286, 1271, 1378, 1387, 0, 0, 753749, 538, 263, 30, 43, -287, -455, 0
1731181981823878579, 2, 0, 2322, 2, -1799, 1, 14286, 1179, 1270, 1311, 0, 0, 1670625, 1193, 2129, 6, 90, 394, 1126, 10
1731181984713682352, 3, 0, 2190, 0, -1752, 1, 14286, 1271, 1429, 1436, 0, 0, 1093750, 781, 2592, 14, 38, -504, 596, 0
1731181987580159448, 4, 0, 1812, -5, -1778, 1, 14286, 1234, 1367, 1358, 0, 0, 863749, 616, 200, 31, 40, 199, -583, 10
1731181990415108158, 5, 0, 1663, 0, -1782, 1, 14285, 1284, 1403, 1382, 0, 0, 571250, 408, 3143, 14, 95, -215, -346, 0
1731181993378662545, 2, 1, 1556, 0, -1794, 1, 14285, 1180, 1282, 1349, 0, 0, 1829374, 1306, 1115, 37, 32, 910, 937, 10
1731181996293485480, 3, 1, 1219, 24, -1753, 1, 14284, 1157, 1256, 1295, 0, 0, 1269374, 906, 1248, 24, 44, -46, 905, 0
1731181999149974217, 4, 0, 975, 0, -1786, 1, 14283, 1251, 1420, 1418, 0, 0, 696875, 497, 2705, 32, 39, -59, -494, 10
1731182001997144641, 5, 0, 768, 2, -1790, 1, 14283, 1191, 1285, 1325, 0, 0, 614374, 438, 2071, 49, 56, -334, -283, 0
1731182007849287405, 3, 0, 604, 4, 1796, 1, 14283, 1217, 1301, 1359, 0, 0, 1311874, 936, 992, 38, 43, -586, 730, 0
1731182010705513718, 4, 0, 675, 1, 1794, 1, 14283, 1268, 1429, 1449, 0, 0, 761875, 544, 2440, 10, 26, -32, -543, 10
1731182013568006977, 5, 0, 772, 0, 1795, 1, 14283, 1220, 1329, 1361, 0, 0, 808749, 577, 2089, 23, 56, -431, -384, 0
1731182016504470197, 2, 0, 877, 1, 1793, 1, 14283, 1247, 1343, 1365, 0, 0, 1572500, 1123, 408, 34, 79, 821, 765, 10
1731182019432130614, 3, 0, 963, 0, 1793, 1, 14283, 1219, 1283, 1353, 0, 0, 1385624, 989, 1276, 48, 30, -514, 845, 0
1731182022295086595, 4, 0, 986, 1, 1799, 1, 14283, 1276, 1410, 1426, 0, 0, 828125, 591, 2529, 0, 41, -255, -533, 10
1731182025177625214, 5, 0, 981, 3, 1799, 1, 14283, 1196, 1336, 1371, 0, 0, 992499, 708, 2150, 12, 44, -632, -320, 0
1731182028103869474, 2, 0, 964, 0, 1799, 1, 14283, 1250, 1318, 1358, 0, 0, 1473124, 1052, 627, 15, 115, 584, 874, 10
1731182031045728380, 3, 0, 930, 1, -1798, 1, 14283, 1206, 1287, 1344, 0, 0, 1529375, 1092, 1267, 65, 67, -607, 907, 0
1731182033913209436, 4, 0, 883, 2, -1799, 1, 14283, 1234, 1372, 1399, 0, 0, 914999, 653, 2343, 11, 21, -364, -542, 10
1731182036812567145, 5, 0, 855, 4, 1799, 1, 14282, 1166, 1276, 1324, 0, 0, 1183750, 845, 2001, 9, 98, -768, -352, 0
1731182039728197986, 2, 1, 826, 3, 1799, 1, 14282, 1214, 1196, 1075, 0, 0, 1381874, 986, 1023, 218, 315, -330, 929, 10
1731182042675093817, 3, 0, 812, 2, 1798, 1, 14283, 1181, 1261, 1331, 0, 0, 1661249, 1186, 1270, 61, 44, -851, 826, 0
1731182045566555915, 4, 0, 1238, 24, 1765, 1, 14283, 1209, 1327, 1334, 0, 0, 1056249, 754, 2603, 28, 47, -519, -547, 10
1731182048479469234, 5, 0, 1582, -8, 1782, 1, 14284, 1190, 1295, 1306, 0, 0, 1367499, 976, 2611, 6, 87, -951, -218, 0
1731182057240692811, 4, 0, 2381, 0, 1790, 1, 14283, 1182, 1308, 1294, 0, 0, 968750, 691, 252, 36, 45, -377, -579, 10
1731182060146677896, 5, 0, 2539, 1, 1792, 1, 14283, 1188, 1341, 1331, 0, 0, 1270624, 907, 146, 39, 50, -780, -462, 0
1731182066046407212, 3, 0, 2626, 3, 1799, 1, 14283, 1124, 1252, 1244, 0, 0, 1709374, 1220, 3396, 45, 38, -1189, 272, 0
1731182068907016116, 4, 0, 2576, 1, -1794, 1, 14283, 1262, 1308, 1338, 0, 0, 856249, 611, 547, 21, 73, -238, -563, 10
1731182071790350834, 5, 0, 2504, 0, -1797, 1, 14283, 1285, 1405, 1401, 0, 0, 1091875, 779, 134, 25, 42, -653, -424, 0
1731182074726792895, 2, 0, 2430, 1, -1797, 1, 14283, 1222, 1335, 1362, 0, 0, 1548749, 1106, 2393, 5, 18, 71, 1103, 10
1731182077668173017, 3, 1, 2386, 1, 1798, 1, 14283, 1207, 1324, 1308, 0, 0, 1576874, 1126, 2922, 6, 107, -906, 667, 0
1731182080511866318, 4, 0, 2358, 3, -1799, 1, 14283, 1264, 1384, 1402, 0, 0, 724375, 517, 397, 36, 73, -144, -496, 10
1731182083379277658, 5, 0, 2362, 0, -1799, 1, 14282, 1248, 1371, 1360, 0, 0, 885000, 632, 34, 25, 23, -503, -382, 0
1731182086334467803, 2, 0, 2373, 3, 1798, 1, 14281, 1223, 1357, 1383, 0, 0, 1684999, 1203, 2304, 5, 35, 142, 1194, 10
1731182089266504517, 3, 0, 2403, 3, 1795, 1, 14281, 1215, 1351, 1333, 0, 0, 1503124, 1073, 2839, 24, 93, -741, 776, 0
1731182092101498179, 4, 0, 2429, 3, 1797, 1, 14281, 1293, 1297, 1342, 0, 0, 608125, 434, 731, 7, 83, 76, -427, 10
1731182094944812888, 5, 0, 2456, 0, 1799, 1, 14281, 1272, 1414, 1408, 0, 0, 679999, 485, 142, 24, 33, -379, -302, 0
1731182097908274916, 2, 0, 2473, 0, 1799, 1, 14281, 1167, 1288, 1313, 0, 0, 1821249, 1300, 2347, -1, 27, 282, 1269, 10
1731182100832790159, 3, 0, 2480, 0, 1799, 1, 14282, 1186, 1310, 1299, 0, 0, 1420624, 1014, 2873, 22, 83, -643, 784, 0
1731182103668532918, 4, 0, 2480, 0, -1799, 1, 14281, 1254, 1255, 1319, 0, 0, 588125, 419, 980, 35, 43, 209, -363, 10
1731182106503613771, 5, 0, 2283, 20, -1759, 1, 14280, 1269, 1413, 1397, 0, 0, 485624, 346, 3585, 23, 21, -264, -224, 0
1731182114385840985, 4, 0, 1597, -16, -1784, 1, 14280, 1281, 1427, 1411, 0, 0, 475624, 339, 0, 8, 33, 117, -318, 10
1731182117215021866, 5, 0, 1209, -3, -1775, 1, 14279, 1267, 1359, 1380, 0, 0, 425624, 303, 2139, 6, 66, -303, -15, 0
1731182120194436523, 2, 1, 960, 0, -1787, 1, 14279, 1169, 1273, 1292, 0, 0, 2038749, 1455, 428, 35, 68, 1166, 871, 10
1731182123133057970, 3, 0, 697, 1, -1790, 1, 14279, 1149, 1211, 1278, 0, 0, 1582500, 1129, 930, 43, 48, -447, 1037, 0
1731182125959496979, 4, 0, 558, 2, -1798, 1, 14280, 1286, 1446, 1475, 0, 0, 429375, 306, 2387, -12, 13, 15, -306, 10
1731182131870688475, 2, 0, 612, 2, 1793, 1, 14281, 1187, 1315, 1305, 0, 0, 1872499, 1337, 261, 35, 43, 770, 1092, 10
1731182134806651265, 3, 0, 738, 1, 1791, 1, 14280, 1186, 1270, 1332, 0, 0, 1572500, 1122, 1068, 30, 45, -610, 942, 0
1731182137647263472, 4, 0, 871, -1, 1791, 1, 14280, 1294, 1389, 1409, 0, 0, 543749, 388, 2452, 5, 22, -144, -360, 10
1731182140513563256, 5, 0, 960, 0, 1792, 1, 14280, 1190, 1301, 1329, 0, 0, 818125, 584, 1998, -5, 112, -567, -139, 0
1731182146411842864, 3, 0, 1026, 1, 1797, 1, 14281, 1200, 1192, 1258, 0, 0, 1681249, 1200, 1279, 44, 50, -513, 1084, 0
1731182149258319414, 4, 0, 999, 1, -1799, 1, 14281, 1281, 1433, 1463, 0, 0, 633750, 452, 2360, -6, 14, -313, -326, 10
